Marcus Avenue — NHP[Added 3-6-2001 by Ord. No. T.O. 9-2001]|South|Egress driveway of Westy Storage Center (2400 Marcus Avenue)
Marwill Place — RHT[Added 2-17-2004 by Ord. No. T.O. 9-2004]|North|Elm Street
Mary Jane Davies Parking Lot Driveway — MHT[Added 11-17-2009 by Ord. No. T.O. 26-2009]|North|Manhasset Avenue
Mason Drive — MHT|South|Nassau Avenue
Mayfair Road — NNH|Both|Surrey Road
Mayfair Road — NNH|North|Durham Road
Mayfair Road — NNH|South|Aberdeen Road
Mayflower Avenue — HRK|North|Lafayette Street
Mayflower Avenue — MHT[Added 12-15-2015 by Ord. No. T.O. 24-2015]|South|Lafayette Street
Mayflower Avenue — NHP|South|Center Street
Mayflower Avenue — WLP|Both|Prospect Street
Mayflower Avenue — WLP|North|Lafayette Street
Mayflower Avenue — WLP|South|Center Street
McKee Street — FPC|Both|Bryant Avenue
McKee Street — FPC|Both|Lowell Avenue
McKee Street — FPC|Both|Whittier Avenue
McKee Street — FPC|North|Willis Avenue
McKinley Avenue — ALB[Added 10-22-2002 by Ord. No. T.O. 56-2002]|Both|Chaffee Avenue
McKinley Avenue — ALB|Both|Grant Avenue
McKinley Avenue — ALB|Both|Miles Avenue
McKinley Avenue — ALB|Both|Searingtown Road
McKinley Avenue — ALB[Added 6-1-2004 by Ord. No. T.O. 17-2004]|Both|Wood Avenue
Meadow Drive — ALB|Both|Willow Place
Meadow Drive — ALB[Added 7-20-2004 by Ord. No. T.O. 23-2004]|Northeast|Hillvale Road
Meadow Drive — PTW|North|Luquer Road
Meadow Farm Road — NHP|North|Lake Drive
Meadow Farm Road — NNH|Both|Old Courthouse Road
Meadow Lane — ALB|Southeast|Deepdale Parkway
Meldon Avenue — ALB|Both|Devon Road
Meldon Avenue — ALB|Both|Lynton Road
Meldon Avenue — ALB[Added 12-10-2002 by Ord. No. T.O. 66-2002]|West|Willis Avenue
Memorial Place — MHT|North|Manhasset Avenue
Memorial Place — MHT|West|Memorial Place Extension
Merillon Avenue L.I.R.R. Station Parking Facility driveway — GCP[Added 7-14-2009 by Ord. No. T.O. 20-2009]|North|Atlantic Avenue, approximately 202 feet west of the west curbline of Nassau Boulevard
Merrivale Road — GNK|Both|Rutland Road
Merrivale Road — GNK|Both|Somerset Drive
Merrivale Road — GNK|Both|Wensley Drive
Michael Lane — NHP|North|Leslie Lane
Miles Avenue — ALB|Both|McKinley Avenue
Miller Place — RHT[Added 10-16-2007 by Ord. No. T.O. 37-2007]|West|Carlyle Place
Mill Spring Road — MHT|Both|Chapel Road
Mill Spring Road — MHT[Added 1-2-2007 by Ord. No. T.O. 3-2007]|Both|Hilltop Drive
Mill Spring Road — MHT|Both|Rockcrest Road
Mill Spring Road — MHT|Both|Wayne Whitney Lane
Mill Spring Road — MHT[Added 7-15-2003 by Ord. No. T.O. 32-2003]|East|Castle Ridge Road
Mill Spring Road — MHT|North|Country Club Drive
Mill Spring Road — MHT|North|Old Mill Road
Mill Spring Road — MHT[Added 7-15-2003 by Ord. No. T.O. 32-2003]|West|Castle Ridge Road
Mineola Avenue — CRL|Both|Cherry Lane
Mineola Avenue — CRL|Both|Rushmore Avenue
Mineola Avenue — CRL[Added 6-25-2002 by Ord. No. T.O. 37-2002]|Both|Stonehenge Lane
Mineola Avenue — CRL|East|Carle Road
Mitchell Avenue — CRL|Both|Curtis Avenue
Mitchell Avenue — CRL|Both|Lansdowne Avenue
Mitchell Avenue — CRL|Both|Wright Avenue
Mitchell Road — PTW|Both|Davis Road
Mitchell Road — PTW|Both|Ivy Way
Mitchell Road — PTW|Both|Litchfield Road
Mitchell Road — PTW[Added 3-11-2003 by Ord. No. T.O. 8-2003]|Both|Reid Avenue
Mitchell Road — PTW|North|Luquer Road
Mitchell Road — PTW|North|Murray Avenue
Mitchell Road — PTW[Added 6-3-2003 by Ord. No. T.O. 22-2003]|North|Vista Way
Mitchell Road — PTW|South|Luquer Road
Mitchell Road — PTW[Added 6-3-2003 by Ord. No. T.O. 22-2003]|South|Vista Way
Monfort Road — PTW|Both|St. John Place
Monfort Road — PTW|North|Orchard Farm Road
Monitor Street — NCS|South|Grand Boulevard
Monitor Street — WBY[Added 3-28-2000 by Ord. No. T.O. 11-2000]|South|Broadway
Monroe Street — PTW|Both|Webster Avenue
Montauk Court — NCS/WBY[Added 9-27-2005 by Ord. No. T.O. 33-2005]|Northeast|Cedar Road
Monterey Drive — NNH|Both|Flag Lane
Monterey Drive — NNH|Both|Independence Drive
Monterey Drive — NNH|Both|Valentine Drive
Monterey Drive — NNH|East|Old Courthouse Road
Monterey Drive — NNH|North|Executive Drive
Moore Street — HRK|Both|Talbot Street
Moore Street — NHP|Both|Prince Street
Moore Street — NHP[Added 8-29-2001 by Ord. No. T.O. 33-2001]|North|Ruxton Street
Moore Street — NHP[Added 8-29-2001 by Ord. No. T.O. 33-2001]|North|Talbot Street
Moore Street — NHP[Added 8-29-2001 by Ord. No. T.O. 33-2001]|South|Quaker Street
Moore Street — NHP[Added 8-29-2001 by Ord. No. T.O. 33-2001]|South|Scott Street
Moore Street — NHP[Added 12-10-2002 by Ord. No. T.O. 70-2002]|South|Talbot Street
Moore Street — NHP[Added 8-29-2001 by Ord. No. T.O. 33-2001]|South|Union Street
Morewood Oaks — PTW|West|Sands Point Road
Mullon Avenue — PTW[Added 12-16-1998 by Ord. No. T.O. 41-1998]|East|Irma Avenue
Munsey Place — MHT|Both|Park Avenue
Munsey Place — MHT[Added 10-24-2006 by Ord. No. T.O. 32-2006]|South|Hillcrest Avenue
Munson Street — PTW[Added 7-31-2007 by Ord. No. T.O. 26-2007]|West|South Bayles Avenue
Murray Avenue — PTW|Both|Carlton Avenue
Murray Avenue — PTW[Amended 2-11-2003 by Ord. No. T.O. 4-2003]|Both|Mackey Avenue
Murray Avenue — PTW|Both|Mitchell Road
Murray Avenue — PTW[Added 2-11-2003 by Ord. No. T.O. 3-2003]|East|Haven Avenue
Murray Avenue — PTW|West|Main Street
Murray Lane — RHT|East|Roslyn Road
Myrtle Street — MHT|North|Bayview Avenue
Stop Sign on|Direction of Travel|At Intersection of
* School crossing.
** Hinged-type sign.
Nassau Avenue — MHT|Northeast|Onderdonk Avenue
Nassau Avenue — MHT|Southwest|Beechwood Avenue
Nassau Avenue (north side — MHT[Added 8-3-2010 by Ord. No. T.O. 25-2010[1]]|West|Approximately 119 feet east of a point opposite the east curbline of
Nassau Drive — ALB|Both|Deepdale Parkway
Nassau Drive — ALB|Both|Greenway
Nassau Drive — ALB[Added 3-4-2008 by Ord. No. T.O. 5-2008]|East|Willis Avenue
Nassau Drive — ALB|West|Serpentine Lane
Nassau Road — GNK|North|Cutter Avenue
Nassau Road — GNK[Added 11-15-2016 by Ord. No. T.O. 33-2016]|South|Cutter Avenue
Netherwood Drive — ALB|Both|Deepdale Parkway
Netz Place — ALB|Both|Oak Tree Court
Netz Place — ALB|East|Oak Ridge Lane
Newbury Road — PTW[Added 5-14-2002 by Ord. No. T.O. 29-2002]|South|Guilford Road
New Hyde Park Drive — NHP|Both|Bryant Avenue
New Hyde Park Drive — NHP|Both|Sperry Boulevard
New York Avenue — NCS|Both|Broadway
New York Avenue — NCS[Added 10-21-1997 by Ord. No. T.O. 36-1997]|Both|Main Street
New York Avenue — NCS[Added 2-15-2012 by Ord. No. T.O. 4-2012]|South|Railroad Avenue
New York Avenue — NCS/WBY[Added 5-13-2014 by Ord. No. T.O. 6-2014]|North|Prospect Avenue
New York Avenue — NCS/WBY[Added 5-13-2014 by Ord. No. T.O. 6-2014]|South|Prospect Avenue
New York Avenue — WBY/NCS[Added 8-11-2015 by Ord. No. T.O. 18-2015]|North|Park Avenue
Ninth Street — CRL|East|Titus Avenue
Norfolk Road — GNK[Added 11-16-2004 by Ord. No. T.O. 39-2004]|Both|Dorset Road
Norfolk Road — GNK[Added 2-17-2004 by Ord. No. T.O. 7-2004]|North|Somerset Drive North
Norfolk Road — GNK[Added 2-17-2004 by Ord. No. T.O. 7-2004]|South|Somerset Drive South
Norgate Road — MHT|Both|Dennis Street
Norgate Road — MHT[Added 8-30-2005 by Ord. No. T.O. 28-2005]|Both|Highmeadow Road
Norgate Road — MHT[Added 8-30-2005 by Ord. No. T.O. 28-2005]|East|Normandy Lane
Norgate Road — MHT[Added 8-30-2005 by Ord. No. T.O. 28-2005]|North|Normandy Lane
Norgate Road — MHT[Added 8-30-2005 by Ord. No. T.O. 28-2005]|South|Normandy Lane
Norman Street — NHP[Added 6-8-1999 by Ord. No. T.O. 18-1999]|Both|Prince Street
Norman Street — NHP[Added 5-15-2001 by Ord. No. T.O. 15-2001]|Both|Ruxton Street
Norman Street — NHP|North|Talbot Avenue
North Bayles Avenue — PTW|Both|Delaware Avenue
North Bayles Avenue — PTW|Both|Herbert Place
North Bayles parking field (Area No. 2) — PTW|West|Herbert Avenue
North Bayles parking field (Area No. 2) (northernmost driveway) — PTW[Added 11-19-2019 by Ord. No. T.O. 39-2019]|East|North Bayles Avenue
North Bayles parking field (Area No. 2) (southernmost driveway) — PTW[Added 11-19-2019 by Ord. No. T.O. 39-2019]|East|North Bayles Avenue
North Court — PTW|South|Pine Drive
North Court — RHT[Added 7-29-2008 by Ord. No. T.O. 22-2008]|Both|East Court
North Drive — NHP|Both|Greenway East
North Drive — NHP|East|Dunhill Road
North Drive — NHP[Added 6-10-1997 by Ord. No. T.O. 18-1997]|West|Cherrywood Drive
Northern Boulevard — GNK|Both|Jayson Avenue
North Fifth Street — NHP|Both|White Avenue
North Fifth Street — NNH|South|Bryant Avenue
North First Stret — NHP[Added 9-27-2018 by Ord. No. T.O. 15-2018]|North|White Avenue
North First Stret — NHP[Added 9-27-2018 by Ord. No. T.O. 15-2018]|South|White Avenue
North First Street — NNH|South|Bryant Avenue
North Fourth Street — NHP|Both|White Avenue
North Fourth Street — NNH|South|Bryant Avenue
North Hempstead (Bar) Beach Park Access Road — PTW[Added 1-27-2009 by Ord. No. T.O. 4-2009]|East|Old West Shore Road
North Maryland Avenue — PTW|Both|Ohio Avenue
North Maryland Avenue — PTW|North|Delaware Avenue
North Plandome Road — PTW[Added 2-15-2012 by Ord. No. T.O. 3-2012]|North|Fifth Avenue
North Second Street — NHP|Both|White Avenue
North Second Street — NNH|South|Bryant Avenue
North Seventh Street — NNH|Both|White Avenue
North Shore Commons Shopping Center — NHP|Southeast|Hillside Avenue
North Shore Commons Shopping Center — NHP|Southwest|Lakeville Road
North Sixth Street — NHP|Both|White Avenue
North Sixth Street — NNH|South|Bryant Avenue
North Street — NHP|Both|Hickory Road
North Street — NHP|Both|Linden Street
North Street — NHP|East|Center Drive
North Street — NHP|West|Larch Drive
North Third Street — NHP|North|Clausen Place
North Third Street — NNH|Both|White Avenue
North Third Street — NNH|South|Bryant Avenue
Norton Avenue — GCP|Both|Fulton Avenue
Norton Avenue — GCP|Both|Park Avenue
Nottingham Place — GNK|North|Hawthorne Lane
Nottingham Place — GNK|South|Bayside Drive
Nottingham Road — NNH|South|South Drive
Nugent Street — NNH|Both|Sylvia Lane
Nugent Street — NHP|East|Gerard Avenue
Stop Sign on|Direction of Travel|At Intersection of
* School crossing.
** Hinged-type sign.
Oakdale Drive — NCS|South|Ridge Drive
Oakdale Drive — NCS|West|Ridge Drive
Oak Drive — NHP|Both|Redwood Road
Oak Drive — NHP|Both|Woodland Drive
Oak Drive — NHP|East|Maple Drive
Oakland Avenue — PTW[Added 12-14-2004 by Ord. No. T.O. 41-2004]|Both|Harbor Hills Drive
Oakland Avenue — PTW[Added 3-6-2001 by Ord. No. T.O. 8-2001]|North|Radcliff Avenue
Oakland Avenue — PTW|South|Rockwood Road
Oakland Avenue — PTW[Added 3-6-2001 by Ord. No. T.O. 8-2001]|Southeast|Radcliff Avenue
Oakland Drive — PTW[Added 9-21-1999 by Ord. No. T.O. 28-1999]|North|Luquer Road
Oakley Place — GNK|East|Westminster Road
Oak Ridge Lane — ALB[Added 7-20-2004 by Ord. No. T.O. 23-2004]|Both|Hillvale Road
Oak Ridge Lane — ALB|Both|Woodhollow Road
Oak Ridge Lane — ALB|North|Netz Place
Oak Ridge Lane — ALB[Added 7-20-2004 by Ord. No. T.O. 23-2004]|South|Lea Place
Oak Tree Court — ALB[Added 7-20-2004 by Ord. No. T.O. 23-2004]|South|Netz Place
Ohio Avenue — PTW|West|North Maryland Avenue
Old Broadway — GCP|Both|Dennis Street
Old Courthouse Road — MHH[Added 6-8-1999 by Ord. No. T.O. 14-1999]|Both|Birch Drive
Old Courthouse Road — MHT|South|Joy Drive
Old Courthouse Road — NHP*|Both|Crest Road — Greenway East
Old Courthouse Road — NHP|East|Denton Avenue
Old Courthouse Road — NHP|East|Moore Street
Old Courthouse Road — NHP[Added 3-27-2001 by Ord. No. T.O. 11-2001]|North|Knolls Drive North
Old Courthouse Road — NNH|Both|Meadow Farm Road
Old Courthouse Road — NNH|Both|Monterey Drive
Old Courthouse Road — NNH|North|Joy Drive
Old Courthouse Road — NNH|North|Knoll Drive
Old Estate Road — MHT[Added 3-8-2011 by Ord. No. T.O. 3-2011]|East|Country Club Drive
Old Farm Road North — NHP[Added 8-12-2003 by Ord. No. T.O. 35-2003]|West|Manor Court South
Old Hills Lane — PTW|South|Bogart Avenue
Old Mill Road — MHT|Both|East Gate
Old Mill Road — MHT[Added 8-24-2010 by Ord. No. T.O. 27-2010]|Both|Knickerbocker Road
Old Mill Road — MHT|Both|Pickwick Road
Old Mill Road — MHT[Added 9-10-2002 by Ord. No. T.O. 46-2002]|Both|Vanderbilt Road
Old Mill Road — MHT[Added 5-21-2019 by Ord. No. T.O. 16-2019]|West|Deepdale Drive
Old Ox Road — MHT|Both|Strathmore Road
Old Ox Road — MHT[Added 4-18-2000 by Ord. No. T.O. 15-2000]|East|Woodcut Lane
Old Powerhouse Road — RHT|Both|Jessica Place
Old Searingtown Road — ALB|North|Reed Drive
Old Stewart Avenue — GCP|Both|Second Street
Old Stewart Avenue — GCP[Added 10-20-2015 by Ord. No. T.O. 20-2015]|North|Fourth Street
Old Stewart Avenue — GCP|North|Sixth Street
Old Stewart Avenue — GCP[Added 10-20-2015 by Ord. No. T.O. 20-2015]|South|Fourth Street
Oliver Avenue — NCS|Both|Hilton Street
Oliver Avenue — NCS|East|Belmont Place
Oliver Avenue — NCS|West|Arlington Street
Oliver Avenue — WBY|Both|Dayton Street
Oliver Street — NCS|Both|East Sixth Street
Onderdonk Avenue — MHT|Both|Andrews Street
Onderdonk Avenue — MHT|North|Nassau Avenue — Beachwood Avenue
Orchard Farm Road — PTW[Added 11-16-2004 by Ord. No. T.O. 38-2004]|Both|Monfort Road
Orchard Farm Road — PTW[Added 9-1-1998 by Ord. No. T.O. 34-1998]|Both|Ridge Drive
Orchard Farm Road — PTW|Both|St. John Place
Orchard Farm Road — PTW|West|Beacon Hill Road
Orchard Road — GNK|Both|Woodland Place
Orchard Road — GNK|West|Brookbridge Road
Orchard Street — PTW[Added 2-11-2003 by Ord. No. T.O. 5-2003]|Both|Bar Beach Road
Orchard Street — PTW|Both|Fairview Avenue
Orchard Street — PTW|Both|Highland Avenue
Orchard Street — PTW|Both|Park Avenue
Orchard Street — PTW[Added 12-12-2006 by Ord. No. T.O. 35-2006]|Both|Revere Road
Orchard Street — PTW|South|Avenue A
Orient Court — WBY|East|Cedar Road
Osprey Court — PTW|South|Seaview Boulevard
Overlook Road — GNK|East|Soundview Drive
Oxford Boulevard — GNK|Both|Devon Road
Oxford Boulevard — GNK|Both|Plymouth Road
Oxford Street — NHP[Added 11-18-2003 by Ord. No. T.O. 44-2003]|Both|Norman Street
Oxford Street — NHP[Added 8-29-2001 by Ord. No. T.O. 33-2001]|West|Moore Street
Stop Sign on|Direction of Travel|At Intersection of
* School crossing.
** Hinged-type sign.
Park Avenue — CRL|Both|Fairfield Avenue
Park Avenue — CRL|Both|Jerome Avenue
Park Avenue — CRL|Both|Raff Avenue
Park Avenue — CRL|North|Dow Avenue
Park Avenue — CRL|North|Midtown Road
Park Avenue — CRL|South|Dow Avenue
Park Avenue — GCP|Both|Armstrong Road
Park Avenue — GCP[Added 2-15-2000 by Ord. No. T.O. 4-2000]|Both|County Courthouse Road
Park Avenue — GCP|Both|Hilton Avenue
Park Avenue — GCP|Both|Norton Avenue
Park Avenue — GCP|Both|Thorens Avenue
Park Avenue — GNV|North|Wellington Road
Park Avenue (north side) — MHT[Added 11-17-2009 by Ord. No. T.O. 27-2009; amended 8-3-2010 by Ord. No. T.O. 25-2010[2]]|West|Nassau Avenue
Park Avenue — NCS|Both|Arlington Street and Magnolia Avenue
Park Avenue — NCS|Both|Brooklyn Avenue
Park Avenue — NCS|Both|Garden Street
Park Avenue — NCS|Both|Kinkel Street
Park Avenue — NCS|Both|Urban Avenue
Park Avenue — NHP|Both|Leonard Boulevard
Park Avenue — PTW|Both|Birch Street
Park Avenue — PTW|Both|Elm Street
Park Avenue — PTW|Both|Orchard Street
Park Avenue — WBY[Added 10-20-2015 by Ord. No. T.O. 23-2015]|East|New York Avenue
Park Avenue — WBY[Added 10-20-2015 by Ord. No. T.O. 23-2015]|East|State Street
Park Avenue — WBY[Added 10-20-2015 by Ord. No. T.O. 23-2015]|West|New York Avenue
Park Avenue — WBY[Added 10-20-2015 by Ord. No. T.O. 23-2015]|West|State Street
Park Avenue — WBY/NCS[Added 1-27-2004 by Ord. No. T.O. 6-2004]|East|Sherman Street
Park Avenue — WBY/NCS[Added 12-10-2002 by Ord. No. T.O. 65-2002]|West|Sheridan Street
Park Avenue — WBY/NCS[Added 8-11-2015 by Ord. No. T.O. 18-2015]|East|Sylvester Street
Park Avenue — WBY/NCS[Added 8-11-2015 by Ord. No. T.O. 18-2015]|West|Sylvester Street
Park Avenue school egress driveway— WBY/NCS[Added 8-11-2015 by Ord. No. T.O. 18-2015]|Northwest|Fourth Avenue
Park Circle — NHP[Added 3-7-2000 by Ord. No. T.O. 8-2000]|South|Devonshire Drive
Park Circle — NHP|West|Park East
Park Circle West — NHP|Both|Devonshire Drive
Park Circle West — NHP|Both|Rhodes Drive
Park Circle West — NHP[Added 3-7-2000 by Ord. No. T.O. 8-2000]|Southwest|Marcus Avenue
Parking Area No. 3 (Haven Avenue field) — PTW|West|Haven Avenue
Park Lane Drive — ALB|Both|Deepdale Parkway
Park Lane Drive — ALB[Added 3-4-2008 by Ord. No. T.O. 5-2008]|East|Willis Avenue
Parkside Drive — GNK|Both|Country Place
Parkside Drive — GNK|Both|Woodland Place
Parkside Drive — RHT[Added 11-14-2000 by Ord. No. T.O. 47-2000]|West|Colony Lane
Parkview Drive — SRT|Both|Dogwood Place
Parkview Drive — SRT[Added 11-17-1998 by Ord. No. T.O. 39-1998]|South|Hilldale Drive
Parkview Road — SRT|North|Hilltop Road
Parkway Drive — RHT[Added 9-30-1997 by Ord. No. T.O. 34-1997]|Both|Clover Lane
Parkway Drive — RHT[Added 9-30-1997 by Ord. No. T.O. 34-1997]|Both|Dogleg Lane
Parkway Drive — RHT|South|Saddle Lane
Parkway Drive — RHT|Southeast|Saddle Lane
Park West — NHP|North|A point 100 feet south of the north curbline of Hillside Drive
Parkwood Drive — GNK|North|Shore Park Road
Parkwood Drive — GNK|West|Shore Cliff Place
Patton Boulevard — NHP|Both|Claudy Lane
Patton Boulevard — NHP|Both|Haddon Road
Patton Boulevard — NHP|Both|Lawrence Street
Patton Boulevard — NHP|South|Evans Street
Patton Boulevard — NHP|West|Lakeville Road
Payne Whitney Lane — MHT|West|County Club Drive
Peachtree Lane — RHT|East|Appletree Lane
Pearl Street NCS —[Added 2-15-2012 by Ord. No. T.O. 4-2012]|South|Broadway
Pearl Street — NCS/WBY[Added 5-13-2014 by Ord. No. T.O. 6-2014]|North|Prospect Avenue
Pembroke Avenue — GNK|Both|Arcadia Lane
Pembroke Avenue — GNK|Both|Belmont Road
Pembroke Avenue — GNK|Both|Buttonwood Road
Pembroke Avenue — GNK|Both|Concord Avenue
Pembroke Avenue — GNK[Added 2-13-2007 by Ord. No. T.O. 8-2007]|Both|Iris Lane
Pembroke Avenue — GNK|Both|Jayson Avenue
Pembroke Avenue — GNK|Both|257th Street
Pembroke Avenue — GNK|East|Aster Lane
Pepperday Avenue — PTW|Both|Warwick Place
Pepperday Avenue — PTW|North|Radcliff Avenue
Pepperday Avenue — PTW|South|Avenue C
Percheron Lane — RHT|East|Schoolhouse Lane
Peter Lane — NHP|East|Kalda Avenue
Peter Lane — NHP|West|Stewart Avenue
Peter Lane — NNH|East|Michael Lane
Picadilly Road — GNK|Both|Cambridge Road
Picadilly Road — GNK|Both|Devon Road
Picadilly Road — GNK|Both|Plymouth Road
Pickwick Road — MHT|Both|Quaker Ridge Road
Pickwick Road — MHT[Added 9-21-1999 by Ord. No. T.O. 30-1999]|North|Old Mill Road
Pickwick Road — MHT[Added 6-6-2000 by Ord. No. T.O. 22-2000]|South|Great Oak
Pilgrim Street — NHP|Both|Delano Court
Pilgrim Street — NHP[Added 3-22-2016 by Ord. No. T.O. 9-2016]|South|Maple Drive West
Pine Drive — PTW|East|South Court
Pine Drive — PTW|West|North Court and South Court
Pine Street — NHP[Added 7-18-2006 by Ord. No. T.O. 24-2006]|East|East Street
Pine Street — NHP|East|Ivy Place
Pine Street — NHP|West|Nassau Drive
Pine Street — NHP|West|West Street
Pine Street — PTW|Both|Kennworth Road
Pine Street — PTW|Both|Mackey Avenue
Pine Street — PTW|Both|Willow Drive
Pine Tree Road — NCS|East|Cantiaque Lane
Pine Tree Road — NCS|West|Cedar Road
Pinewood Lane — NHP|Both|Elm Drive
Pinewood Lane — NHP|South|Maple Drive
Pin Oak Drive — SRT|East|Green Drive
Plainfield Road — ALB|Both|Berry Place
Plainfield Road — ALB|Both|Willis Avenue
Plainfield Road — ALB|South|Woodhollow Road
Plainfield Road — ALB[Added 3-4-2008 by Ord. No. T.O. 5-2008]|West|Willis Avenue
Plandome Road — MHT|Both|Colonial Parkway
Plymouth Road — GNK|Both|Wooleys Lane
Plymouth Road — GNK[Added 4-6-2010 by Ord. No. T.O. 8-2010]|North|Andover Road
Plymouth Road — GNK|South|Allenwood Road
Plymouth Road — GNK[Added 4-6-2010 by Ord. No. T.O. 8-2010]|South|Picadilly Road
Plymouth Road — PTW|Both|Colby Road
Plymouth Road — PTW|South|Colonial Road
Plympton Avenue — RHT|Both|Elm Street
Plympton Avenue — RHT|Both|Garden Street
Plympton Avenue — RHT|Both|Elm Street
Plympton Avenue — RHT|Both|Willow Street
Plympton Avenue — RHT|Both|Woodward Street
Plympton Avenue — RHT[Added 7-9-2019 by Ord. No. T.O. 22-2019]|North|Villa Street
Plympton Avenue — RHT|North|Warner Avenue
Plympton Avenue — RHT|South|Maple Street
Plympton Avenue — RHT[Added 7-9-2019 by Ord. No. T.O. 22-2019]|South|Villa Street
Pond Hill Road — GNK|West|Allen Drive
Pond Hill Road — MHT|Both|Allen Drive
Pond Lane — NNH|East|Shelbourne Road
Pond Lane — NNH|West|Meadow Farm Road
Pond Park Road — GNK|Both|Shorepark Road
Poplar Place — PTW|Both|Harbor Hill Drive
Port Commons Shopping Center parking lot driveway — PTW[Added 6-19-2012 by Ord. No. T.O. 12-2012]||LuEsther T. Mertz Plaza
Port Washington Boulevard — PTW|Both|Bernard Street
Port Washington Boulevard — PTW|Both|Maple Street
Port Washington School District Administrative Offices driveway — PTW[Added 4-11-2006 by Ord. No. 12-2006]|West|Highfield Avenue
Powell Place — NHP|East|Lakeville Road
Powell Place — NNH|Both|Stewart Avenue
Preston Street — PTW|North|Lower Preston Street
Preston Street — PTW[Added 2-19-2013 by Ord. No. T.O. 1-2013]|South|Bayview Avenue
Primrose Drive — NNH|East|Aster Drive
Primrose Drive — NHP|North|Laurel Drive
Prince Street — NHP|Both|Moore Street
Prince Street — NHP[Added 6-8-1999 by Ord. No. T.O. 18-1998]|Both|Norman Street
Prince Street — NHP|West|East Street
Princeton Street — RHT|Both|Manor Avenue
Princeton Street — RHT|East|Appletree Lane
Princeton Street — RHT|Both|Peachtree Lane
Prospect Avenue — NCS*|Both|Grand Street
Prospect Avenue — PTW|East|Carlton Avenue
Prospect Street — PTW|West|Main Street
Prospect Street — WLP|Both|Foch Boulevard
Pubins Lane — GCP|East|Bretton Road
Pubins Lane — GCP[Added 4-24-2001 by Ord. No. T.O. 13-2001]|East|Marcus Avenue
Pubins Lane — GCP|West|Whitehall Lane
Stop Sign on|Direction of Travel|At Intersection of
* School crossing.
** Hinged-type sign.
Quaker Ridge Road — MHT[Added 6-4-2002 by Ord. No. T.O. 32-2002]|Both|Crown Top Road
Quaker Ridge Road — MHT[Added 1-29-2002 by Ord. No. T.O. 2-2002]|Both|Pickwick Road
Quaker Street — NHP[Added 8-29-2001 by Ord. No. T.O. 33-2001]|West|Moore Street
Queens Lane — MHH|South|Royal Way
Queens Lane — NHP|North|Robby Lane
Stop Sign on|Direction of Travel|At Intersection of
* School crossing.
** Hinged-type sign.
Radcliff Avenue — PTW|Both|Oakland Avenue
Radcliff Avenue — PTW|East|Glamford Avenue
Radcliff Avenue — PTW|East|Middle Neck Road
Radcliff Avenue — PTW|East|Pepperday Avenue
Radcliff Avenue — PTW|West|Highfield Avenue
Radcliff Avenue — PTW|West|Warwick Place
Raff Avenue — CRL|Both|Vine Court
Raff Avenue — CRL|East|Park Avenue
Raff Avenue — CRL|West|Park Avenue
Railroad Avenue — NCS[Added 2-15-2012 by Ord. No. T.O. 4-2012]|Both|Garden Street
Railroad Avenue — NCS[Added 2-15-2012 by Ord. No. T.O. 4-2012]|Both|Grand Street
Railroad Avenue — NCS[Added 2-15-2012 by Ord. No. T.O. 4-2012]|Both|Siegel Street
Railroad Avenue — NCS[Added 2-15-2012 by Ord. No. T.O. 4-2012]|Both|Sylvester Street
Railroad Avenue — NCS|Both|Urban Avenue
Railroad Avenue — NCS|North|Broadway
Railroad Avenue — NCS[Added 2-15-2012 by Ord. No. T.O. 4-2012]|West|Wright Street
Railroad Avenue — RHT[Added 8-8-2017 by Ord. No. T.O. 21-2017]|Southwest|Warner Avenue
Ram's Hill — GLW|East|Scudders Lane
Redwood Road — NHP|North|Oak Drive
Reed Drive — SRT|East|Old Searingtown Road
Reed Drive — SRT|North|Capri Drive
Reed Drive — SRT|North|Green Drive
Reed Drive — SRT|North|I.U. Willets Road
Reed Drive — SRT|South|Capri Drive extended
Reed Drive — SRT|South|Green Drive North
Reid Avenue — PTW|Both|Mitchell Road
Reid Avenue — PTW|East|Haven Avenue
Reid Avenue — PTW|East|Huntington Road
Reid Avenue — PTW|West|Carlton Avenue
Reid Avenue — PTW|West|Mackey Avenue
Reid Avenue — PTW[Added 7-20-2004 by Ord. No. T.O. 25-2004]|West|North Plandome Road
Revere Road — PTW|Both|Orchard Street
Rhodes Drive — NHP|Both|Park Circle West
Rhodes Drive — NHP[Added 3-7-2000 by Ord. No. T.O. 8-2000]|North|Devonshire Drive
Rhodes Street — NNH|Both|Eightieth Avenue
Rhodes Street — NHP|South|Fairfield Lane
Richards Road — PTW|Both|North Plandome Road
Richards Road — PTW|East|Terrace Place
Richards Road — PTW|North|Davis Road
Richards Road — PTW|West|Huntington Road
Ridge Drive — MHT|West|West Drive
Ridge Drive — NCS|East|Cantiaque Lane
Ridge Drive — NCS|North|Amber Court
Ridge Drive — PTW|Both|Orchard Farm Road
Ridge Drive — PTW[Added 12-18-2018 by Ord. No. T.O. 22-2018]|North|Bogart Avenue
Ridge Drive — PTW[Added 3-28-2000 by Ord. No. T.O. 10-2000]|North|Crescent Road
Ridge Drive — PTW[Added 12-18-2018 by Ord. No. T.O. 22-2018]|South|Bogart Avenue
Ridge Drive — PTW[Added 1-27-1998 by Ord. No. T.O. 4-1998]|South|Old Hills Lane
Ridge Road — SRT|Both|The Dell
